"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"AT1G01230"	221.26288963349	-0.379594701654358	0.140416134666858	-2.70335529855569	0.00686433284874432	0.0357327190351603
"AT1G01240"	317.81453015653	-0.52214444990537	0.137490293619778	-3.79768226657025	0.000146055374028251	0.00133200792863777
"AT1G01250"	8.86333051308847	0.77804615176754	0.654670583862264	1.18845442417378	0.234654425455877	0.47203299129112
"AT1G01260"	112.228292937502	-0.0424383770360949	0.188841751590521	-0.224729842202041	0.822189447630799	0.919963626155649
"AT1G01290"	87.540434271319	0.161304542764131	0.197496666975914	0.816745645554633	0.414073800165479	0.65458498870559
"AT1G01300"	610.036598877814	-0.205248058773803	0.10901284743585	-1.88278779613187	0.0597291315809812	0.189412143277221
"AT1G01310"	0.772658937989044	0.408031350351469	2.09210468104527	0.19503390726491	0.845366403132807	NA
"AT1G01320"	2431.20679163209	0.799320819016152	0.111014571297788	7.20014327553484	6.01493220570223e-13	2.03183107035219e-11
"AT1G01340"	37.6184399060194	-0.133567163573033	0.328188168714208	-0.40698348175173	0.684020120275212	0.844223598310564
"AT1G01350"	143.599459183139	-0.243792405433097	0.163912915764756	-1.48732883126173	0.136927983360248	0.33519895555312
"AT1G01355"	1.41228615240666	0.908868862213706	1.64816122307607	0.551444148478039	0.581329243501503	NA
"AT1G01360"	103.746593529177	0.357503808214192	0.195485886550016	1.82879600427176	0.0674301738008534	0.206391302947466
"AT1G01370"	35.9150621669275	-0.528705530473153	0.30291289296588	-1.7454045131473	0.0809144806363829	0.235088211088927
"AT1G01380"	7.20360357358105	0.324482945416755	0.695476182647286	0.466562268432589	0.640813087538566	0.819300087267977
"AT1G01390"	31.5328404529918	1.25511431072642	0.335755277422373	3.73818192929702	0.000185355801992174	0.0016486447141072
"AT1G01420"	53.1513602841423	0.35695483843154	0.269084924023427	1.32655086392154	0.184657298998897	0.406502375422345
"AT1G01430"	562.454388204397	-0.103392229754475	0.150745701521839	-0.68587182726067	0.492793937216577	0.71689565773251
"AT1G01440"	206.777643006086	-0.110595050010441	0.147475123715191	-0.749923425892663	0.453300824738133	0.686879404388293
"AT1G01448"	36.1765579104615	-0.583546867259005	0.310776000873854	-1.87770891451773	0.0604209965430775	0.190903010181859
"AT1G01470"	658.161160061192	0.280015665944572	0.134759038377778	2.07789896184616	0.0377186661742636	0.135145915907557
"AT1G01480"	0.853885764466835	2.30004281989954	1.93668569247922	1.18761801609386	0.234983936627134	NA
"AT1G01490"	386.758110485299	-0.152401340151485	0.116215311362878	-1.3113705790076	0.189732593726401	0.413636505008838
"AT1G01500"	153.278916166791	-0.0567473109553524	0.157904151410984	-0.35937820790825	0.71931217489562	0.864533126790699
"AT1G01510"	211.563222114281	-0.295466639949729	0.149932711498491	-1.97066161878026	0.0487625934343816	0.163041481781493
"AT1G01520"	1.23528425636622	-0.417968771897747	1.50009180349393	-0.278628795200559	0.780529712114402	NA
"AT1G01540"	728.256107803647	-0.222052820437733	0.099730763923436	-2.22652280702677	0.025979183058093	0.102633403366931
"AT1G01550"	1262.83708121509	0.393346994703712	0.100248646167593	3.92371378308816	8.7194319449368e-05	0.000840244332737112
"AT1G01560"	54.5012547563647	2.25951886952693	0.685213461972792	3.29754010235229	0.000975357453316894	0.00692182001568917
"AT1G01570"	19.5151020250074	-0.189444253899339	0.408267080914305	-0.464020399281477	0.642633130526236	0.820413656820218
"AT1G01580"	6.46701388560623	-0.383931539864567	0.714521485662007	-0.53732679502122	0.591041899872411	0.78830861052044
"AT1G01590"	1.91624132116073	0.496377093802945	1.37980426089582	0.359744572379186	0.719038156537119	NA
"AT1G01600"	92.8572187865781	1.09336671266126	0.242024643742396	4.51758422512137	6.25491509203986e-06	7.87715215561466e-05
"AT1G01610"	320.255054840868	0.276572809702296	0.147568779945085	1.87419594988328	0.0609034221681461	0.192110717095778
"AT1G01620"	4130.67237711668	-0.869996656947083	0.087956804490205	-9.89118081300881	4.5463329725457e-23	3.62042873396682e-21
"AT1G01630"	373.064454035502	0.251067052652278	0.115077659361062	2.18171845036004	0.0291303183736632	0.112054425086276
"AT1G01640"	15.3731535875167	-0.738984638049484	0.467138626185977	-1.58193862940223	0.113663581253964	0.295800342036807
"AT1G01650"	294.95014461222	0.03086862769679	0.123738561295808	0.249466515316885	0.802999939163338	0.909861264592686
"AT1G01660"	3.8961655050753	0.552989091553212	0.932507274965284	0.593013166115835	0.553172341027519	NA
"AT1G01670"	13.8399228296514	-0.34013927847057	0.521694330056855	-0.651989601714668	0.514407880398613	0.732747237138014
"AT1G01680"	14.6191081704843	0.311962042759858	0.549419491934394	0.567803012706199	0.570168733912173	0.773768103858403
"AT1G01690"	41.7094737484157	-0.0410477697478357	0.269403205126909	-0.152365558266091	0.878898620394464	0.949319769927434
"AT1G01695"	2.23848147178365	3.14167024831201	1.51112204161394	2.07903144934382	0.0376144599525334	NA
"AT1G01700"	15.4369123153219	-0.224504714619681	0.430838663352816	-0.521087668577769	0.602305700874309	0.796296737796551
"AT1G01710"	264.13523647563	-0.0118361902503371	0.13113244005689	-0.0902613437620938	0.928079537928454	0.968606915215579
"AT1G01715"	17.8150002965522	-0.0087324913772546	0.446553479232134	-0.0195553092370268	0.984398115070834	0.993774264416338
"AT1G01720"	241.077912750768	0.779169190211258	0.150884557828846	5.16400883843327	2.41716275337583e-07	3.95754888597334e-06
"AT1G01725"	13.3213729456202	-0.215522913050293	0.485338680116499	-0.444067044066133	0.656994112417929	0.828698991600219
"AT1G01730"	136.174068070323	-0.228772081340775	0.171052124749151	-1.33744074606656	0.181078811677515	0.401817335280583
"AT1G01740"	42.7143272729805	0.727504833217547	0.275244055554953	2.64312641285108	0.00821443600621277	0.0413093746046187
"AT1G01750"	0.45753581907236	1.58772659666556	2.44800766253776	0.648579095957415	0.5166104707423	NA
"AT1G01760"	23.5399662988974	-0.412315255650333	0.362746468285081	-1.13664857331236	0.255685225765439	0.497648810709769
"AT1G01770"	243.202723602859	-0.164238372580076	0.143149998302762	-1.14731662261506	0.251250786426851	0.493276040410416
"AT1G01780"	48.8494015856299	-0.0969448621883627	0.271939196761202	-0.356494625794946	0.721470176082126	0.865930789841002
"AT1G01790"	1763.76312022299	0.572671994603295	0.102775604884022	5.57206153395576	2.51742466482174e-08	4.81708437397485e-07
"AT1G01800"	453.886322432807	-0.097189418684387	0.116990481120883	-0.830746379989363	0.406116919371276	0.64727885821695
"AT1G01810"	1.52052697157975	-1.72895916550839	1.58487808329576	-1.09090988368835	0.275312537647653	NA
"AT1G01820"	559.553410491256	0.0843172952833553	0.107203236686826	0.78651818629014	0.431563968877964	0.669953389762108
"AT1G01830"	128.026412602273	0.497637436891846	0.178012578079039	2.79551839685671	0.00518165525831836	0.0283122617530423
"AT1G01860"	79.585643806496	0.108494503743754	0.20524061465807	0.528621023302357	0.597068373374893	0.792468195244315
"AT1G01880"	19.7570133024751	-0.480524409484186	0.395176339063739	-1.21597464722371	0.223994579988216	0.459027000646022
"AT1G01900"	21.414996317096	0.552464603043531	0.395375665677293	1.39731564434331	0.162318673393414	0.373678392653998
"AT1G01910"	373.069841431445	-0.0946542338413989	0.118431229214657	-0.799233736482102	0.424154893363968	0.663681828964323
"AT1G01920"	123.49058549149	-0.160832915705507	0.171309778631028	-0.938842586749898	0.347811570166741	0.595215502195453
"AT1G01930"	102.579723819613	-0.125423648051521	0.19160744796148	-0.654586496432727	0.512734020558917	0.731460928551575
"AT1G01940"	70.8435620815124	0.183580793344748	0.233295080784348	0.786903833237893	0.43133816341475	0.669713962510879
"AT1G01950"	168.863822127798	-0.0343363777963548	0.15411663019098	-0.222794761044317	0.823695245619768	0.920771329462299
"AT1G01960"	797.565695828254	0.0816186871377265	0.104463260828166	0.781314755931108	0.43461739350166	0.672573381459527
"AT1G01970"	229.153802703093	0.334292409852065	0.134536270802905	2.48477535356843	0.0129633210990391	0.0597967934551192
"AT1G01990"	191.967645686409	-0.222401809347149	0.146335674406636	-1.51980581802043	0.128559786456496	0.320996376750749
"AT1G02000"	91.0683518017099	0.076947837641974	0.207685791613048	0.370501212645977	0.711009073182687	0.85966040803339
"AT1G02010"	76.1416668614351	0.166921998035662	0.222496852758262	0.750221838944478	0.45312110784883	0.686865459410323
"AT1G02020"	115.031163648555	-0.0970368993723972	0.191718808089924	-0.506141783058045	0.612757120283342	0.802402683435901
"AT1G02030"	1.8433639479174	-0.479082784369331	1.34235381895638	-0.356897546387431	0.721168506567998	NA
"AT1G02050"	30.0902533789918	-0.215864779409805	0.322974889699281	-0.668363969752557	0.503901288730203	0.725162159127732
"AT1G02060"	42.1524503658999	-0.453654469512602	0.284768678504415	-1.59306308508071	0.11114603958039	0.291876138341742
"AT1G02065"	19.8235335453412	0.509264583953651	0.417214516733571	1.22063006805408	0.222226116510417	0.456850322396625
"AT1G02070"	3.92501763113867	-0.700182783410002	0.917642964535681	-0.763023104268323	0.445449617039193	NA
"AT1G02080"	955.991025932474	0.202747504983626	0.120737229820474	1.6792459565711	0.0931041187903207	0.25916264748506
"AT1G02090"	191.838368577793	0.134917588369131	0.147549673411795	0.914387577074406	0.360513227182025	0.606385451508575
"AT1G02100"	253.276285492137	-0.160212738235928	0.127528968743402	-1.25628506067737	0.209012636372376	0.439194080066545
"AT1G02110"	181.331996406432	-0.286091155910835	0.172265087107214	-1.66076110206115	0.0967614362465502	0.265434406027256
"AT1G02120"	585.606351317399	0.22192289698483	0.110797986816745	2.00295062537447	0.0451825883897482	0.154212467467764
"AT1G02130"	293.612834018586	0.0230877539502904	0.125527342099876	0.183926095813616	0.854071432533247	0.937644772288349
"AT1G02140"	600.077329169438	-0.207579821501221	0.101741020455939	-2.04027658235567	0.0413227858514517	0.144571810511136
"AT1G02145"	176.12988280856	-0.0482239053953875	0.15669589774756	-0.307754740797854	0.758268962708132	0.885379069793856
"AT1G02150"	828.04004839172	0.102038447788046	0.103772153308398	0.983293152690011	0.32546317917213	0.572651178547127
"AT1G02160"	147.96889566837	-0.125378510044002	0.174322735059618	-0.719232118525006	0.471997912791901	0.700640036486685
"AT1G02170"	226.561133636004	-0.297056410609932	0.134865046446583	-2.20261971827955	0.0276215629432509	0.107675599372109
"AT1G02180"	27.4858691953029	-0.167574686361072	0.359618703922801	-0.465978784009647	0.641230686809163	0.819498871078203
"AT1G02190"	6.50559728986266	0.762733619313586	0.693462755543668	1.09989125330258	0.271379506136255	0.515645860273518
"AT1G02205"	343.412134438738	0.342450124897298	0.173972115579737	1.96841961573056	0.0490197767427384	0.163783189799819
"AT1G02220"	10.2669154075991	0.299078278849254	0.563435397145134	0.530812015653704	0.595549052750019	0.791387131517707
"AT1G02230"	7.3006920551633	-0.286343780033441	0.790293825140572	-0.362325721047495	0.71710863948896	0.863187179481341
"AT1G02260"	188.085125100622	-1.50433915996276e-05	0.15404351071056	-9.76567693779285e-05	0.999922081171579	0.999922081171579
"AT1G02270"	247.048320146417	0.415557889856429	0.144596128955577	2.87392126509899	0.00405410015593511	0.023130618999442
"AT1G02280"	663.517083731988	-0.399632417671476	0.0986578339518419	-4.05069117842734	5.10665675952334e-05	0.000521648332956986
"AT1G02290"	61.8400959173663	0.0757173357328287	0.232817887286141	0.325221298996539	0.745013589859545	0.878082256614044
"AT1G02300"	293.296023921537	0.0600934134973198	0.136970360694862	0.438732972538447	0.660855032601493	0.830720458985589
"AT1G02305"	593.043853233518	-0.163517577695619	0.099001651903742	-1.65166514448269	0.0986028319048157	0.268910412011849
"AT1G02310"	2.90636614840839	2.99355185977698	1.57166474382882	1.90470128666514	0.0568189116627943	NA
"AT1G02330"	165.824793260069	-0.223309863984165	0.153454149799805	-1.45522205998008	0.145607795624723	0.348854728885042
"AT1G02335"	135.382647701827	-0.149200126543862	0.167960386983736	-0.888305446440233	0.37437647079037	0.618365514066283
"AT1G02340"	22.1900295891798	-0.595085629873688	0.435628135502303	-1.3660403940336	0.171926285175242	0.388320148283353
"AT1G02350"	28.2674296515504	-0.260396810903493	0.349803076917281	-0.744409721030182	0.456628639728566	0.689253942387496
"AT1G02360"	35.248053985359	0.0703638985898209	0.336257391415396	0.209256065104296	0.834248347439669	0.927071904524368
"AT1G02370"	44.7479637795877	-0.256940490838153	0.269794485295613	-0.952356348413213	0.340916289514827	0.588601396679002
"AT1G02380"	25.0528595965611	-1.14121871641072	0.382321601164204	-2.98497054033986	0.00283605635980242	0.0171793912020435
"AT1G02390"	46.4541138651405	3.29894860575724	0.379152374178452	8.70085176943811	3.29402302779394e-18	1.84012975946674e-16
"AT1G02400"	28.5389175184805	0.939609525368384	0.424117902499972	2.21544414850172	0.026729593892973	0.104911413614324
"AT1G02405"	1.20861068560514	-1.68438766366496	1.69994402904203	-0.990848895545206	0.321759369614611	NA
"AT1G02410"	176.057974412131	0.0542373631833458	0.156989275888255	0.345484510814306	0.729730152843256	0.870762614315417
"AT1G02420"	4.74610240424981	0.0152694638639057	0.80238771761487	0.0190300319019025	0.984817147751119	0.993775364542817
"AT1G02430"	0.772820807297252	0.80546816967916	2.10435070008207	0.38276327688524	0.701895292439122	NA
"AT1G02440"	0.905752890727382	-0.790584424964501	1.85898421606984	-0.425277642558961	0.67063428977286	NA
"AT1G02450"	16.8704409141452	2.27317734691766	0.632497633882269	3.59396972438443	0.000325677697074581	0.00268372189478367
"AT1G02460"	4.62716762595855	0.936994476220588	0.808828075194215	1.1584593870528	0.246676616103403	0.487073863294358
"AT1G02470"	7.0685701472096	0.705220898978268	0.648879293761122	1.08682910020225	0.277112344566436	0.521448206694507
"AT1G02475"	531.49334831057	0.375301582070909	0.121376595214019	3.09204242720067	0.0019878443546897	0.0127137796492355
"AT1G02490"	1.08863730572418	-0.326377229077455	1.67688594674999	-0.194632932376835	0.845680319753755	NA
"AT1G02500"	1609.90477156702	0.090320672006829	0.106768286891475	0.845950371936149	0.397580430306243	0.639344284045282
"AT1G02520"	3.7529541730604	0.343896519368644	0.88965206826914	0.386551699967056	0.699088121184829	NA
"AT1G02530"	0.8557170504398	0.487196976647384	1.80062081989267	0.270571666874553	0.786720489764851	NA
"AT1G02560"	2774.16215638752	0.00388613522824855	0.0740121242861853	0.0525067381287678	0.958124926492426	0.982108225578094
"AT1G02610"	306.299894527044	-0.42454571621026	0.140586103307394	-3.01982703995986	0.00252919073025467	0.0156054146044605
"AT1G02620"	39.7598878689818	-1.42454786425304	0.316894635457407	-4.49533600402178	6.94601752678597e-06	8.65431238324052e-05
"AT1G02630"	6.64310744020323	-1.37350954598841	0.750350241002691	-1.83049124386633	0.0671765149147156	0.205947907404171
"AT1G02640"	849.505018294044	-1.86355714311186	0.0997803901357959	-18.6765870585959	7.67736603447423e-78	4.35376448391366e-75
"AT1G02650"	25.363647901129	-1.6224423254378	0.382268383259407	-4.24424931929777	2.19326395296264e-05	0.000246071592420521
"AT1G02660"	1157.63096720274	0.0925068983606187	0.139266691110006	0.664242810849493	0.506534917250562	0.727255921036538
"AT1G02670"	17.9113779363418	-1.26580424698303	0.44093064855828	-2.87075586857446	0.00409491642950757	0.0233066502621061
"AT1G02680"	106.31701045153	-0.463082570014488	0.18336598189436	-2.52545518656387	0.0115548517324121	0.0544816062787501
"AT1G02690"	107.646264366457	-0.479510496156997	0.21094328340787	-2.27317261972185	0.0230157795943829	0.093858640080471
"AT1G02700"	6.95799389856141	-0.182956111354736	0.644494905051266	-0.283875186476738	0.77650603288874	0.895212448353767
"AT1G02720"	77.5587663297424	-0.0594067726130098	0.2117595057905	-0.280538870693166	0.779064107719553	0.896421895712231
"AT1G02730"	389.166734024827	0.232593182010812	0.122661256536363	1.89622370240321	0.0579304702424256	0.185350875183322
"AT1G02740"	96.581968650408	-0.484171552893539	0.194792131297447	-2.4855806529177	0.0129340275300336	0.0596763785002586
"AT1G02750"	95.366732932057	-0.093372261230839	0.196328666101515	-0.475591583668986	0.634365372557533	0.815562751249523
"AT1G02770"	6.18587435509573	0.466775581059318	0.721792735658566	0.646689219770868	0.517833101476759	0.735291717009722
"AT1G02780"	2894.75732988378	-0.321994541577849	0.0900253725960515	-3.57670879100557	0.000347947420247689	0.00284468677261479
"AT1G02800"	22.3305699175745	0.286487959917554	0.403408546153301	0.71016829625787	0.477599778444158	0.705152051582167
"AT1G02810"	10.4300684352929	1.36016730637638	0.575543601741435	2.36327413294301	0.0181142647935088	0.0780005410367517
"AT1G02816"	131.133782889529	-0.752830328431081	0.175532202879519	-4.28884453155187	1.79605031220199e-05	0.000204572644811613
"AT1G02820"	26.55748280058	0.543187173340476	0.385263157868962	1.40991206204365	0.158565650573268	0.368163472063044
"AT1G02840"	765.354868047874	-0.274426190389217	0.100652745295035	-2.72646503167713	0.0064016735364238	0.0337467376227141
"AT1G02850"	31.666574059083	0.064290574078316	0.382901426584948	0.167903720421509	0.866659023210242	0.943219363789268
"AT1G02860"	84.4819311870553	-0.912500188187417	0.206883039907238	-4.41070562669884	1.03034310347855e-05	0.000123522362834705
"AT1G02870"	126.906593406729	-0.411953697830973	0.177404804608684	-2.3221112795657	0.0202269444814157	0.0850638344852453
"AT1G02880"	104.801277834223	0.422694943880479	0.199602885646308	2.11767952408005	0.0342022181226727	0.125847485243354
"AT1G02890"	705.155583187929	0.102480243528474	0.102241921077013	1.00233096609444	0.316183771476766	0.563905756162793
"AT1G02900"	29.0604681378999	-0.273551791556249	0.341403553359681	-0.801256427662464	0.422983210122781	0.662353182874196
"AT1G02910"	549.921232922872	0.175428057822029	0.111062637729048	1.57954161191462	0.114211879767661	0.296526237232522
"AT1G02920"	634.280913966405	0.370539091215806	0.284271286145032	1.30346999248725	0.192414354517061	0.417537364382223
"AT1G02930"	705.74447977394	0.186588114203877	0.351073622876455	0.531478590374016	0.595087173631122	0.791076980365054
"AT1G02940"	4.14515448274701	-0.498937099269178	0.859232949029163	-0.580677335329053	0.561457939765535	NA
"AT1G02950"	9.0425530753803	-0.415728392147422	0.591399286437556	-0.702957209589594	0.482082416644964	0.70895562438379
"AT1G02960"	138.750712229918	0.0024184121184087	0.170364320890763	0.0141955317038441	0.988673984812503	0.995491722059522
"AT1G02970"	19.3877908268009	-0.0151508638977555	0.381622513684874	-0.0397011794494557	0.968331361355143	0.986518215275744
"AT1G02990"	146.201007138272	0.457330601712097	0.172305875518349	2.65417879881522	0.00795016884684433	0.0402650770770892
"AT1G03000"	268.563257040012	-0.121939480143776	0.133024968211491	-0.916666110003569	0.359317630118361	0.605408312778878
"AT1G03010"	3.76908330219756	-1.38697167495082	0.948817288949598	-1.46179005284177	0.143798750771633	NA
"AT1G03020"	13.8087070700464	0.0528542305176297	0.547497303724894	0.096537882758575	0.923093388323323	0.966566153649026
"AT1G03030"	118.751028334594	-0.0669894299166231	0.183858705246709	-0.364352777458833	0.715594593559926	0.862218767051818
"AT1G03040"	286.642755586914	-0.177518130555014	0.131366817887797	-1.35131636290859	0.176594112631859	0.395016220287794
"AT1G03055"	31.4686684970565	0.596348573452709	0.350688961121003	1.70050568899129	0.0890358472288915	0.251238969397086
"AT1G03060"	422.082387663054	0.258953403047103	0.127542073633996	2.03033709323415	0.0423222862203506	0.146797252504885
"AT1G03070"	6.39152563523421	0.67722932620795	0.72358646700976	0.935934207015531	0.349307063640412	0.596163464566044
"AT1G03080"	363.160588068924	-0.0739080248462275	0.157387814076628	-0.469591786885378	0.638646693661893	0.818268809063992
"AT1G03090"	745.362882526288	-1.98715674897115	0.131113263129409	-15.1560315222254	6.91215978057139e-52	2.0211587208377e-49
"AT1G03100"	6.42174711602938	0.663630314522323	0.750096608876375	0.884726456124664	0.376304183148139	0.620165717425729
"AT1G03110"	70.4322634788474	-0.214110778813789	0.21819387594038	-0.981286839014186	0.326451311030365	0.573614286705011
"AT1G03120"	3.60116925163057	-0.891168498419107	0.95709019564961	-0.931122795395726	0.351790048252537	NA
"AT1G03130"	6384.87286839515	0.157624300850842	0.0894280692221647	1.76258195242099	0.0779710231732941	0.228456196596998
"AT1G03140"	389.946477354748	-0.467041222797263	0.117074357030249	-3.9892700215863	6.62769417208658e-05	0.000659737599661852
"AT1G03150"	141.37588186201	-0.255570298249281	0.167870915304659	-1.52242154506313	0.127903489757686	0.320264351774906
"AT1G03160"	616.533178098352	0.349154748722595	0.104222108994465	3.35010250791545	0.000807816592164026	0.00588228782325198
"AT1G03170"	5.82805754381823	1.33461499507421	0.802080622039939	1.66394120291782	0.0961241799624222	0.264345026277262
"AT1G03180"	21.1613206888897	-0.0533164040382981	0.376888743497745	-0.141464570004111	0.887502947566417	0.953814450723436
"AT1G03190"	70.1093207143653	0.229261350037983	0.227677672185774	1.00695578901965	0.313956020421044	0.561269866847479
"AT1G03200"	2.73139741966448	1.10101726897561	1.15727352289201	0.951388973476367	0.341406955692815	NA
"AT1G03210"	111.615914287269	0.123082712809319	0.183346390960898	0.671312438517366	0.502021512373418	0.723619518405614
"AT1G03220"	1566.59247117361	0.60060082951026	0.104563804834925	5.74386930982883	9.25372191360113e-09	1.88642866983804e-07
"AT1G03230"	403.336991078804	0.559744650836873	0.115479096406505	4.84715128759304	1.25246916291033e-06	1.81133755136815e-05
"AT1G03240"	2.60556915125869	-0.536440910390648	1.3010983202971	-0.412298518891452	0.680120634106972	NA
"AT1G03250"	203.432628023499	0.336122349232163	0.145982232943683	2.30248806621442	0.0213076636516828	0.0887007403342918
"AT1G03260"	86.4416710697432	-0.183717744657517	0.209715037650108	-0.876035150917668	0.381010924843563	0.62502090178142
"AT1G03270"	33.4521596747714	0.00118343041768618	0.310143364970101	0.00381575281418731	0.996955477129748	0.998598702973376
"AT1G03280"	254.111705053646	-0.0554558083042134	0.135423892756188	-0.40949796358353	0.682174260936629	0.843476194828291
"AT1G03290"	273.089271009263	-0.0864657690884239	0.134763080277553	-0.641613184488972	0.521124370244694	0.737333153859389
"AT1G03310"	357.085658079527	1.37986536546616	0.139663820534656	9.87990562039483	5.08808084276546e-23	4.03467563099631e-21
"AT1G03320"	2.32056789314287	-0.278063921292507	1.1734343080153	-0.236965903752049	0.812683241828156	NA
"AT1G03330"	167.457387650749	-0.438351087911365	0.15144686385388	-2.89442169191629	0.00379857644125173	0.0219674164158173
"AT1G03340"	39.6341621415859	0.329624169454905	0.29138833430788	1.13121951240033	0.257962711226018	0.500519873290171
"AT1G03350"	241.54902976142	-0.193899642715708	0.142352230160155	-1.36211173156584	0.173162626504514	0.390053212957907
"AT1G03360"	74.370593833744	-0.37543378199484	0.218241249925836	-1.72026957379699	0.0853834514456216	0.244023504940953
"AT1G03365"	137.408916088242	0.11984649911533	0.163044784214182	0.735052640248185	0.462307435767368	0.693183346923366
"AT1G03370"	412.930282069024	0.0629253705142283	0.150036056747376	0.419401655031359	0.674922614763263	0.839905693089487
"AT1G03380"	287.543723130518	0.328267615138823	0.139718616418344	2.34949088069931	0.0187991046007388	0.0802661290208135
"AT1G03400"	273.771443766329	-0.0216022407770913	0.136187594547309	-0.158621208112954	0.873967318687972	0.947110013828113
"AT1G03410"	19.957947615269	0.974817139453758	0.417639978642602	2.33410877622892	0.0195900268748674	0.0829617024069404
"AT1G03430"	212.365425307232	0.0960386103395307	0.144726130060399	0.663588602137365	0.506953654250176	0.727540696751364
"AT1G03440"	155.88741706327	0.367514777890928	0.163504512643223	2.24773476859851	0.0245931075678847	0.0986443250711801
"AT1G03445"	0.998550753423221	0.445906122146149	1.91734367830701	0.232564525176769	0.816099576818218	NA
"AT1G03457"	87.2489069466429	-0.765763727669487	0.19873178977385	-3.85325230825374	0.000116559170282783	0.00109282981596793
"AT1G03470"	68.2415157721511	-0.261873808961921	0.224897710458884	-1.16441296101943	0.244256697570781	0.484423467395039
"AT1G03475"	2237.81441804009	-0.0161284145605322	0.0885199814731467	-0.182200835247857	0.855425117532661	0.938145192555071
"AT1G03495"	27.018271449259	0.423677358385119	0.381264103980015	1.11124376504987	0.266463437757391	0.510424954084233
"AT1G03510"	15.9620196905248	-0.126468366475447	0.442180852976758	-0.286010499152242	0.774870080150516	0.894451578325415
"AT1G03520"	145.472590398034	-0.357372203259316	0.167402422849869	-2.13480902591127	0.0327766127247681	0.122017412081024
"AT1G03530"	61.8620879076553	-0.226620625929792	0.227552229718249	-0.995905978202848	0.3192958303673	0.566594174994656
"AT1G03540"	10.7675076784251	-0.786513844193012	0.535883257180263	-1.46769624475959	0.14218675125462	0.343713549090012
"AT1G03545"	1.4545174864542	-1.23337247361446	1.47542992885127	-0.835941070122344	0.403188056065878	NA
"AT1G03550"	3.19609727790031	-0.982232970701814	1.04781528844378	-0.937410421030057	0.348547482526649	NA
"AT1G03560"	51.6203901822506	-0.141711784961399	0.250219723082091	-0.566349379720586	0.57115629868825	0.774593736767296
"AT1G03590"	213.11902080917	-0.549131911031966	0.139594188757288	-3.93377343226472	8.36226114434051e-05	0.00081083603655538
"AT1G03600"	3376.57460747869	0.0768166785849663	0.085346406083488	0.900057566686783	0.368089616194653	0.613122303290319
"AT1G03610"	535.316251371749	-0.204186295345606	0.107853367306294	-1.89318424120904	0.058333372346227	0.18624202587797
